"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Patel A.K.; Scorcia V.; Kadyan A.; Lapenna L.; Ponzin D.; Busin M.","Patel, Amit K. (57225970145); Scorcia, Vincenzo (24554546300); Kadyan, Anju (13606990600); Lapenna, Lucia (59983553400); Ponzin, Diego (6603422101); Busin, Massimo (57205977383)","57225970145; 24554546300; 13606990600; 59983553400; 6603422101; 57205977383","Microkeratome-assisted superficial anterior lamellar keratoplasty for anterior stromal corneal opacities after penetrating keratoplasty","2012","Cornea","31","1","","101","105","4","28","10.1097/ICO.0b013e31820c9fd1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856494488&doi=10.1097%2fICO.0b013e31820c9fd1&partnerID=40&md5=faee267daf273e6fae87c67d1dd33b22","Article","Final","","Scopus","2-s2.0-84856494488"
"Brauweiler P.H.; Wehler T.; Busin M.","Brauweiler, P.H. (6602387011); Wehler, T. (6603386808); Busin, M. (57205977383)","6602387011; 6603386808; 57205977383","High incidence of cataract formation after implantation of a silicone posterior chamber lens in phakic, highly myopic eyes","2000","Evidence-Based Eye Care","1","2","","76","77","1","0","10.1097/00132578-200001000-00007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026166634&doi=10.1097%2f00132578-200001000-00007&partnerID=40&md5=1c9b040acee07824ff9d865252557182","Article","Final","","Scopus","2-s2.0-85026166634"
"Nahum Y.; Busin M.","Nahum, Yoav (23493152000); Busin, Massimo (57205977383)","23493152000; 57205977383","Quadruple procedure for visual rehabilitation of endothelial decompensation following phakic intraocular lens implantation","2014","American Journal of Ophthalmology","158","6","","1330","1334.e1","","13","10.1016/j.ajo.2014.09.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84912530911&doi=10.1016%2fj.ajo.2014.09.002&partnerID=40&md5=fd6da78d1ca7e592113c6d00b396e088","Article","Final","","Scopus","2-s2.0-84912530911"
"Augustin A.J.; Busin M.; Marklein G.","Augustin, A.J. (7006616582); Busin, M. (57205977383); Marklein, G. (7003850165)","7006616582; 57205977383; 7003850165","Sutureless cataract surgery can be sterile surgery","1994","European Journal of Implant and Refractive Surgery","6","6","","351","353","2","0","10.1016/S0955-3681(13)80211-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028656547&doi=10.1016%2fS0955-3681%2813%2980211-0&partnerID=40&md5=875c23303da4d6addbf6f006bcd15d69","Article","Final","","Scopus","2-s2.0-0028656547"
"Busin M.","Busin, M. (57205977383)","57205977383","Antibiotic irrigation of the capsular bag to resolve low-grade endophthalmitis","1996","Journal of Cataract and Refractive Surgery","22","3","","385","389","4","15","10.1016/S0886-3350(96)80255-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029921078&doi=10.1016%2fS0886-3350%2896%2980255-0&partnerID=40&md5=0a4429f5c50d881029eed972f6deae16","Article","Final","","Scopus","2-s2.0-0029921078"
"Scorcia V.; Pietropaolo R.; Carnevali A.; De Luca V.; Lucisano A.; Busin M.","Scorcia, Vincenzo (24554546300); Pietropaolo, Rocco (56797985800); Carnevali, Adriano (56732753400); De Luca, Valentina (57002719300); Lucisano, Andrea (54923648200); Busin, Massimo (57205977383)","24554546300; 56797985800; 56732753400; 57002719300; 54923648200; 57205977383","Results of descemet stripping automated endothelial keratoplasty for the treatment of late corneal decompensation secondary to obstetrical forceps trauma","2016","Cornea","35","3","","305","307","2","17","10.1097/ICO.0000000000000715","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959110122&doi=10.1097%2fICO.0000000000000715&partnerID=40&md5=41a420f080cbdc1a1d380d6b43c1165a","Article","Final","","Scopus","2-s2.0-84959110122"
"Weiss J.S.; Møller H.U.; Lisch W.; Kinoshita S.; Aldave A.J.; Belin M.W.; Kivelä T.; Busin M.; Munier F.L.; Seitz B.; Sutphin J.; Bredrup C.; Mannis M.J.; Rapuano C.; Rij G.V.; Kim E.K.; Klintworth G.K.","Weiss, J.S. (57208156882); Møller, H.U. (57211769186); Lisch, W. (7004396111); Kinoshita, S. (7402391671); Aldave, A.J. (7004642999); Belin, M.W. (7006816631); Kivelä, T. (57205863721); Busin, M. (57205977383); Munier, F.L. (7007024528); Seitz, B. (57203053329); Sutphin, J. (6604033523); Bredrup, C. (6506958670); Mannis, M.J. (7006548130); Rapuano, C. (7005117622); Rij, G. Van. (26634181400); Kim, E.K. (25652020400); Klintworth, G.K. (7006444158)","57208156882; 57211769186; 7004396111; 7402391671; 7004642999; 7006816631; 57205863721; 57205977383; 7007024528; 57203053329; 6604033523; 6506958670; 7006548130; 7005117622; 26634181400; 25652020400; 7006444158","The IC3D classification of the corneal dystrophies; [Ic3D-klassifikation von hornhautdystrophien 1]","2011","Klinische Monatsblatter fur Augenheilkunde","228","SUPPL.","","S1","S39","38","19","10.1055/s-0029-1245895","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79551596128&doi=10.1055%2fs-0029-1245895&partnerID=40&md5=e2f769919c618848b1682ec716be57bd","Article","Final","","Scopus","2-s2.0-79551596128"
"Busin M.; Bhatt P.R.; Scorcia V.","Busin, Massimo (57205977383); Bhatt, Priya R. (15759346400); Scorcia, Vincenzo (24554546300)","57205977383; 15759346400; 24554546300","A modified technique for descemet membrane stripping automated endothelial keratoplasty to minimize endothelial cell loss","2008","Archives of Ophthalmology","126","8","","1133","1137","4","179","10.1001/archopht.126.8.1133","https://www.scopus.com/inward/record.uri?eid=2-s2.0-49449089875&doi=10.1001%2farchopht.126.8.1133&partnerID=40&md5=f50754fa06507aa969bb9dda12efe906","Article","Final","","Scopus","2-s2.0-49449089875"
"Busin M.; Beltz J.; Scorcia V.","Busin, Massimo (57205977383); Beltz, Jacqueline (25937133800); Scorcia, Vincenzo (24554546300)","57205977383; 25937133800; 24554546300","Mushroom keratoplasty in pediatric patients","2011","Saudi Journal of Ophthalmology","25","3","","269","274","5","13","10.1016/j.sjopt.2011.04.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959777084&doi=10.1016%2fj.sjopt.2011.04.009&partnerID=40&md5=62d4c6e4a706db78e3388ef3b4cee5d2","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-79959777084"
"Mitry D.; Bhogal M.; Patel A.K.; Lee B.S.; Chai S.M.; Price M.O.; Price Jr. F.W.; Jun A.S.; Aldave A.J.; Mehta J.S.; Busin M.; Allan B.D.","Mitry, Danny (25927379600); Bhogal, Maninder (24449255900); Patel, Amit K. (57225970145); Lee, Bryan S. (55508681400); Chai, Shu Ming (35197779300); Price, Marianne O. (7401948109); Price Jr., Francis W. (7102239848); Jun, Albert S. (6603858040); Aldave, Anthony J. (7004642999); Mehta, Jodhbir S. (35578098100); Busin, Massimo (57205977383); Allan, Bruce D. (7102506160)","25927379600; 24449255900; 57225970145; 55508681400; 35197779300; 7401948109; 7102239848; 6603858040; 7004642999; 35578098100; 57205977383; 7102506160","Descemet stripping automated endothelial keratoplasty after failed penetrating keratoplasty: Survival, rejection risk, and visual outcome","2014","JAMA Ophthalmology","132","6","","742","749","7","51","10.1001/jamaophthalmol.2014.352","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902438599&doi=10.1001%2fjamaophthalmol.2014.352&partnerID=40&md5=de4073b1636a01394289246f1ce5315f","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-84902438599"
"Busin M.; Ponzin D.; Arffa R.C.","Busin, Massimo (57205977383); Ponzin, Diego (6603422101); Arffa, Robert C. (6603958650)","57205977383; 6603422101; 6603958650","Mycobacterium chelonae interface infection after endokeratoplasty","2003","American Journal of Ophthalmology","135","3","","393","395","2","23","10.1016/S0002-9394(02)01954-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037373972&doi=10.1016%2fS0002-9394%2802%2901954-2&partnerID=40&md5=09a33d746e50fad584079625931b1907","Article","Final","","Scopus","2-s2.0-0037373972"
"Busin M.; Al-Naweiseh I.; Spitznas M.","Busin, Massimo (57205977383); Al-Naweiseh, Ibrahim (6508364888); Spitznas, Manfred (7004671638)","57205977383; 6508364888; 7004671638","Long-term Results after Removal of Dislocated Intraocular Lenses from the Retinal Surface through a Limbal Approach","1994","Ophthalmology","101","11","","1833","1836","3","4","10.1016/S0161-6420(94)31093-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028063240&doi=10.1016%2fS0161-6420%2894%2931093-1&partnerID=40&md5=392280b2b048a03350121a6cbdadd9cb","Article","Final","","Scopus","2-s2.0-0028063240"
"Busin M.","Busin, Massimo (57205977383)","57205977383","Whimsy or Progress. How Can We Tell?","1994","Archives of Ophthalmology","112","5","","577","","","0","10.1001/archopht.1994.01090170021002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028234297&doi=10.1001%2farchopht.1994.01090170021002&partnerID=40&md5=eebe7c653304fbe669aa72c922129484","Letter","Final","","Scopus","2-s2.0-0028234297"
"Busin M.; Breda C.; Bertolin M.; Bovone C.; Ponzin D.; Ferrari S.; Barbaro V.; Elbadawy H.M.","Busin, Massimo (57205977383); Breda, Claudia (57190254228); Bertolin, Marina (36460616100); Bovone, Cristina (24476942500); Ponzin, Diego (6603422101); Ferrari, Stefano (57190211074); Barbaro, Vanessa (8681862400); Elbadawy, Hossein Mostafa (55282959100)","57205977383; 57190254228; 36460616100; 24476942500; 6603422101; 57190211074; 8681862400; 55282959100","Corneal Epithelial Stem Cells Repopulate the Donor Area within 1 Year from Limbus Removal for Limbal Autograft","2016","Ophthalmology","123","12","","2481","2488","7","22","10.1016/j.ophtha.2016.08.018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994493957&doi=10.1016%2fj.ophtha.2016.08.018&partnerID=40&md5=7671fc1750eb3f5b615e5930def24a39","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84994493957"
"Nahum Y.; Mimouni M.; Madi S.; Busin M.","Nahum, Yoav (23493152000); Mimouni, Michael (56351846100); Madi, Silvana (55250459000); Busin, Massimo (57205977383)","23493152000; 56351846100; 55250459000; 57205977383","Visual Outcomes of Repeat Versus Primary Descemet Stripping Automated Endothelial Keratoplasty-A Paired Comparison","2016","Cornea","35","5","","592","595","3","10","10.1097/ICO.0000000000000810","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961233470&doi=10.1097%2fICO.0000000000000810&partnerID=40&md5=edd89cde9ee0a46b8a02179e417a0205","Article","Final","","Scopus","2-s2.0-84961233470"
"Scorcia V.; Busin M.; Lucisano A.; Beltz J.; Carta A.; Scorcia G.","Scorcia, Vincenzo (24554546300); Busin, Massimo (57205977383); Lucisano, Andrea (54923648200); Beltz, Jacqueline (25937133800); Carta, Arturo (7006829673); Scorcia, Giovanni (6701643709)","24554546300; 57205977383; 54923648200; 25937133800; 7006829673; 6701643709","Anterior segment optical coherence tomography-guided big-bubble technique","2013","Ophthalmology","120","3","","471","476","5","88","10.1016/j.ophtha.2012.08.041","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875229774&doi=10.1016%2fj.ophtha.2012.08.041&partnerID=40&md5=ea70bba80696dd85414e453dddc5f2a9","Article","Final","","Scopus","2-s2.0-84875229774"
"Nahum Y.; Canton V.; Ponzin D.; Busin M.","Nahum, Yoav (23493152000); Canton, Veronica (53063239400); Ponzin, Diego (6603422101); Busin, Massimo (57205977383)","23493152000; 53063239400; 6603422101; 57205977383","Prevalence of guttae in the graft following corneal transplantation","2015","British Journal of Ophthalmology","99","12","","1660","1663","3","10","10.1136/bjophthalmol-2014-306569","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948782832&doi=10.1136%2fbjophthalmol-2014-306569&partnerID=40&md5=f6b434c5580439d32a40d13d3455c120","Article","Final","","Scopus","2-s2.0-84948782832"
"Nahum Y.; Iovieno A.; Lipari E.; Fonatana L.; Busin M.","Nahum, Yoav (23493152000); Iovieno, Alfonso (24485528700); Lipari, Eugenio (57110351600); Fonatana, Luigi (57361444300); Busin, Massimo (57205977383)","23493152000; 24485528700; 57110351600; 57361444300; 57205977383","Graft-Recipient Collagen Lamellar Axis Discrepancy Is Compatible with Excellent Visual Acuity after Descemet Stripping Automated Endothelial Keratoplasty","2016","Cornea","35","7","","938","940","2","4","10.1097/ICO.0000000000000862","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84965008226&doi=10.1097%2fICO.0000000000000862&partnerID=40&md5=fae523f1436ea1dd848b36ac9583d31f","Article","Final","","Scopus","2-s2.0-84965008226"
"Busin M.; Patel A.K.; Scorcia V.; Ponzin D.","Busin, Massimo (57205977383); Patel, Amit K. (57225970145); Scorcia, Vincenzo (24554546300); Ponzin, Diego (6603422101)","57205977383; 57225970145; 24554546300; 6603422101","Microkeratome-assisted preparation of ultrathin grafts for descemet stripping automated endothelial keratoplasty","2012","Investigative Ophthalmology and Visual Science","53","1","","521","524","3","78","10.1167/iovs.11-7753","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858841092&doi=10.1167%2fiovs.11-7753&partnerID=40&md5=d8794cf1c496f2c84cc0accf313c3f02","Article","Final","","Scopus","2-s2.0-84858841092"
"Parekh M.; Ruzza A.; Salvalaio G.; Ferrari S.; Camposampiero D.; Busin M.; Ponzin D.","Parekh, Mohit (54795700400); Ruzza, Alessandro (8681862500); Salvalaio, Gianni (6503974063); Ferrari, Stefano (57190211074); Camposampiero, Davide (6506973043); Busin, Massimo (57205977383); Ponzin, Diego (6603422101)","54795700400; 8681862500; 6503974063; 57190211074; 6506973043; 57205977383; 6603422101","Descemet membrane endothelial keratoplasty tissue preparation from donor corneas using a standardized submerged hydro-separation method","2014","American Journal of Ophthalmology","158","2","","277","285.e1","","58","10.1016/j.ajo.2014.04.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905117116&doi=10.1016%2fj.ajo.2014.04.009&partnerID=40&md5=0bf637fe340c8962bd8f8bfc891f4579","Article","Final","","Scopus","2-s2.0-84905117116"
"Nahum Y.; Leon P.; Ricci-Filipovic B.A.; Camposampiero D.; Ponzin D.; Busin M.","Nahum, Yoav (23493152000); Leon, Pia (56900808700); Ricci-Filipovic, Benedetta Azzurra (57193112568); Camposampiero, Davide (6506973043); Ponzin, Diego (6603422101); Busin, Massimo (57205977383)","23493152000; 56900808700; 57193112568; 6506973043; 6603422101; 57205977383","Asymptomatic infection in decompensated full-thickness corneal grafts referred for repeat penetrating keratoplasty","2017","Cornea","36","4","","431","433","2","5","10.1097/ICO.0000000000001121","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010918191&doi=10.1097%2fICO.0000000000001121&partnerID=40&md5=5d5799ad8719ae768965ac244efd030e","Article","Final","","Scopus","2-s2.0-85010918191"
"Ruzza A.; Parekh M.; Elbadawy H.; Ferrari S.; Ponzin D.; Nahum Y.; Bovone C.; Busin M.","Ruzza, Alessandro (8681862500); Parekh, Mohit (54795700400); Elbadawy, Hossein (55282959100); Ferrari, Stefano (57190211074); Ponzin, Diego (6603422101); Nahum, Yoav (23493152000); Bovone, Cristina (24476942500); Busin, Massimo (57205977383)","8681862500; 54795700400; 55282959100; 57190211074; 6603422101; 23493152000; 24476942500; 57205977383","Pre-loaded tissue for DSAEK/UT-DSAEK","2015","Eye Banking: Changing Face of Corneal Transplantation","","","","103","111","8","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957040123&partnerID=40&md5=aac995bad39aa4d931b19fa335ad4e01","Book chapter","Final","","Scopus","2-s2.0-84957040123"
"Scorcia V.; Beltz J.; Busin M.","Scorcia, Vincenzo (24554546300); Beltz, Jacqueline (25937133800); Busin, Massimo (57205977383)","24554546300; 25937133800; 57205977383","Small-bubble deep anterior lamellar keratoplasty technique","2014","JAMA Ophthalmology","132","11","","1369","1371","2","13","10.1001/jamaophthalmol.2014.2756","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911975721&doi=10.1001%2fjamaophthalmol.2014.2756&partnerID=40&md5=dc558bb7f5288e66918893b2749ffb34","Article","Final","","Scopus","2-s2.0-84911975721"
"Iovieno A.; Yeung S.N.; Nahum Y.; Teichman J.; Lipari E.; Busin M.; Fontana L.","Iovieno, Alfonso (24485528700); Yeung, Sonia N. (23010919000); Nahum, Yoav (23493152000); Teichman, Joshua (16178568800); Lipari, Eugenio (57110351600); Busin, Massimo (57205977383); Fontana, Luigi (57361444300)","24485528700; 23010919000; 23493152000; 16178568800; 57110351600; 57205977383; 57361444300","Polarimetric interferometry for assessment of corneal stromal lamellae orientation","2016","Cornea","35","4","","519","522","3","7","10.1097/ICO.0000000000000776","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957812794&doi=10.1097%2fICO.0000000000000776&partnerID=40&md5=8181500e80eda662213fed13f1664f8a","Article","Final","","Scopus","2-s2.0-84957812794"
"Busin M.; Meller D.; Cusumano A.","Busin, M. (57205977383); Meller, D. (7004608021); Cusumano, A. (7004086488)","57205977383; 7004608021; 7004086488","Anterior chamber dysgenesis with bilateral corneal ectasia; [KOMPLEXE VORDERKAMMERDYSGENESIE MIT BILATERALER HORNHAUTEKTASIE]","1995","Klinische Monatsblatter fur Augenheilkunde","206","6","","474","476","2","0","10.1055/s-2008-1035490","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029017521&doi=10.1055%2fs-2008-1035490&partnerID=40&md5=5564816780e00c806520cc636db406bf","Article","Final","","Scopus","2-s2.0-0029017521"
"Nahum Y.; Mimouni M.; Busin M.","Nahum, Yoav (23493152000); Mimouni, Michael (56351846100); Busin, Massimo (57205977383)","23493152000; 56351846100; 57205977383","Risk Factors Predicting the Need for Graft Exchange after Descemet Stripping Automated Endothelial Keratoplasty","2015","Cornea","34","8","","876","879","3","36","10.1097/ICO.0000000000000455","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937708325&doi=10.1097%2fICO.0000000000000455&partnerID=40&md5=b25cb9c204a4f0036d1c96e57e470052","Article","Final","","Scopus","2-s2.0-84937708325"
"Busin M.; Giannaccare G.; Sapigni L.; Testoni N.; Leon P.; Versura P.; Campos E.","Busin, Massimo (57205977383); Giannaccare, Giuseppe (55753474700); Sapigni, Laura (57196044574); Testoni, Nicoletta (7005746998); Leon, Pia (56900808700); Versura, Piera (7004150443); Campos, Emilio (57190684719)","57205977383; 55753474700; 57196044574; 7005746998; 56900808700; 7004150443; 57190684719","Conjunctival and limbal transplantation from the same living-related bone marrow donor to patients with severe ocular graft-vs-host disease","2017","JAMA Ophthalmology","135","10","","1123","1125","2","19","10.1001/jamaophthalmol.2017.3204","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031320573&doi=10.1001%2fjamaophthalmol.2017.3204&partnerID=40&md5=270e76a4f1c0fbcdc3eb6f75552687ce","Article","Final","","Scopus","2-s2.0-85031320573"
"Busin M.; Scorcia V.; Leon P.; Nahum Y.","Busin, Massimo (57205977383); Scorcia, Vincenzo (24554546300); Leon, Pia (56900808700); Nahum, Yoav (23493152000)","57205977383; 24554546300; 56900808700; 23493152000","Outcomes of Air Injection Within 2 mm Inside a Deep Trephination for Deep Anterior Lamellar Keratoplasty in Eyes With Keratoconus","2016","American Journal of Ophthalmology","164","","","6","13","7","35","10.1016/j.ajo.2015.12.033","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984799907&doi=10.1016%2fj.ajo.2015.12.033&partnerID=40&md5=eeed312df9abde4bd25a9bf716c80749","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84984799907"
"Cusumano A.; Busin M.; Spitznas M.","Cusumano, Andrea (7004086488); Busin, Massimo (57205977383); Spitznas, Manfred (7004671638)","7004086488; 57205977383; 7004671638","Mycotic infection of the capsular bag in postoperative endophthalmitis","1991","Journal of Cataract and Refractive Surgery","17","4","","503","505","2","17","10.1016/S0886-3350(13)80859-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026196549&doi=10.1016%2fS0886-3350%2813%2980859-0&partnerID=40&md5=eeccb6e1bf3f749d8e32ac2fcd0e5708","Article","Final","","Scopus","2-s2.0-0026196549"
"Busin M.; Spitznas M.; Hockwin O.","Busin, Massimo (57205977383); Spitznas, Manfred (7004671638); Hockwin, Otto (7101986142)","57205977383; 7004671638; 7101986142","Evaluation of Functional and Morphologic Parameters of the Cornea after Epikeratophakia Using Prelathed, Lyophilized Tissue","1990","Ophthalmology","97","3","","330","333","3","13","10.1016/S0161-6420(90)32585-X","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025257534&doi=10.1016%2fS0161-6420%2890%2932585-X&partnerID=40&md5=e2e27243b8c30b91301d4774ab7efa58","Article","Final","","Scopus","2-s2.0-0025257534"
"Busin M.; Kaufman H.E.","Busin, M. (57205977383); Kaufman, H.E. (35593937800)","57205977383; 35593937800","Epikeratophakia for aphakia, myopia and keratoconus","1989","European Journal of Implant and Refractive Surgery","1","1","","37","39","2","0","10.1016/S0955-3681(89)80033-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024423065&doi=10.1016%2fS0955-3681%2889%2980033-4&partnerID=40&md5=d2a399a2ae6f4451b3930685b82c1c58","Article","Final","","Scopus","2-s2.0-0024423065"
"Busin M.; Schmidt J.; Koch J.; Spitznas M.","Busin, Massimo (57205977383); Schmidt, Jürgen (56983147900); Koch, Jürgen (55425404100); Spitznas, Manfred (7004671638)","57205977383; 56983147900; 55425404100; 7004671638","Long-term Results of Sutureless Phacoemulsification With Implantation of a 7-mm Polymethyl Methacrylate Intraocular Lens","1993","Archives of Ophthalmology","111","3","","333","338","5","28","10.1001/archopht.1993.01090030051038","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027410543&doi=10.1001%2farchopht.1993.01090030051038&partnerID=40&md5=bbb0253015d57a5860b895e11f5add72","Article","Final","","Scopus","2-s2.0-0027410543"
"Cusumano A.; Busin M.; Spitznas M.","Cusumano, Andrea (7004086488); Busin, Massimo (57205977383); Spitznas, Manfred (7004671638)","7004086488; 57205977383; 7004671638","Is Chronic Intraocular Inflammation after Lens Implantation of Bacterial Origin?","1991","Ophthalmology","98","11","","1703","1710","7","44","10.1016/S0161-6420(91)32065-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026080131&doi=10.1016%2fS0161-6420%2891%2932065-7&partnerID=40&md5=0b9376300298857401bbad3dcaaeb845","Article","Final","","Scopus","2-s2.0-0026080131"
"Busin M.; Graefe C.; Koch J.","Busin, M. (57205977383); Graefe, C. (55284873100); Koch, J. (55425404100)","57205977383; 55284873100; 55425404100","Arteriovenous fistula presenting as a tumor of the upper eyelid","1994","Ophthalmic Surgery","25","7","","471","473","2","7","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028047975&partnerID=40&md5=42d00c014751ced1e708ef9a558be6ed","Article","Final","","Scopus","2-s2.0-0028047975"
"Busin M.; Cusumano A.","Busin, M. (57205977383); Cusumano, A. (7004086488)","57205977383; 7004086488","Modified surgical technique for repeated epikeratophakia surgery in aphakic eyes","1992","Refractive and Corneal Surgery","8","5","","382","384","2","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026756692&partnerID=40&md5=4cf180b3b81e9cbb61508656108f3ed4","Article","Final","","Scopus","2-s2.0-0026756692"
"Busin M.; Nussgens Z.","Busin, M. (57205977383); Nussgens, Z. (6701737132)","57205977383; 6701737132","Epikeratophakia","1990","Fortschritte der Ophthalmologie","87","SUPPL.","","S219","S223","4","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025661869&partnerID=40&md5=5a01615d96a0b153643ef5d3badf8c66","Conference paper","Final","","Scopus","2-s2.0-0025661869"
"Del Senno L.; Bernardi F.; Busin M.; Marchetti G.; Perrotta C.; Conconi F.; Capellozza G.; Vullo C.","Del Senno, L. (7006013886); Bernardi, F. (35425424600); Busin, M. (57205977383); Marchetti, G. (7102724026); Perrotta, C. (58376422800); Conconi, F. (7003958224); Capellozza, G. (55384538400); Vullo, C. (7007178189)","7006013886; 35425424600; 57205977383; 7102724026; 58376422800; 7003958224; 55384538400; 7007178189","Alpha and beta-thalassemia genotypes in the river Po delta; [GENOTIPI α E β-TALASSEMICI NEL DELTA DEL PO]","1981","Minerva Medica","72","11","","684","689","5","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0019450884&partnerID=40&md5=0775ce5a196d809b883232c4112514f2","Article","Final","","Scopus","2-s2.0-0019450884"
"Busin M.; Spitznas M.","Busin, Massimo (57205977383); Spitznas, Manfred (7004671638)","57205977383; 7004671638","Sustained Gentamicin Release by Presoaked Medicated Bandage Contact Lenses","1988","Ophthalmology","95","6","","796","798","2","37","10.1016/S0161-6420(88)33106-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0023939758&doi=10.1016%2fS0161-6420%2888%2933106-4&partnerID=40&md5=8f68ad0c2f73d177c5b731833a70dc80","Article","Final","","Scopus","2-s2.0-0023939758"
"Monks T.; Busin M.","Monks, T. (7005090243); Busin, M. (57205977383)","7005090243; 57205977383","Computerized corneal topography; [COMPUTERISIERTE HORNHAUTTOPOGRAPHIE]","1993","Contactologia","15","4","","167","173","6","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027521248&partnerID=40&md5=00497b7fdcbc48ab256b643f5b5efdb5","Article","Final","","Scopus","2-s2.0-0027521248"
"Koch F.; Spitznas M.; Busin M.; Cusumano A.","Koch, F. (7202464904); Spitznas, M. (7004671638); Busin, M. (57205977383); Cusumano, A. (7004086488)","7202464904; 7004671638; 57205977383; 7004086488","Electron microscopic examination of prelathed, lyophilized tissue used for epikeratophakia in humans","1990","Refractive and Corneal Surgery","6","2","","116","120","4","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024992577&partnerID=40&md5=1ea62c1aa66278717143014cd28e691f","Article","Final","","Scopus","2-s2.0-0024992577"
"Busin M.; Schmidt J.; Koch J.","Busin, Massimo (57205977383); Schmidt, Jürgen (56983147900); Koch, Jürgen (55425404100)","57205977383; 56983147900; 55425404100","Physiologic Analysis of Corneal Healing after Epikeratophakia","1992","Ophthalmology","99","3","","415","417","2","6","10.1016/S0161-6420(92)31959-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026643156&doi=10.1016%2fS0161-6420%2892%2931959-1&partnerID=40&md5=62bac9be37ec92061714f786562fcf18","Article","Final","","Scopus","2-s2.0-0026643156"
"Busin M.; Brauweiler P.; Böker T.; Spitznas M.","Busin, Massimo (57205977383); Brauweiler, Peter (6602387011); Böker, Thorsten (7006724229); Spitznas, Manfred (7004671638)","57205977383; 6602387011; 7006724229; 7004671638","Complications of Sulcus-supported Intraocular Lenses with Iris Sutures, Implanted during Penetrating Keratoplasty after Intracapsular Cataract Extraction","1990","Ophthalmology","97","4","","401","406","5","33","10.1016/S0161-6420(90)32570-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025360904&doi=10.1016%2fS0161-6420%2890%2932570-8&partnerID=40&md5=2969f6177e20ba898be1ec839010e574","Article","Final","","Scopus","2-s2.0-0025360904"
"Busin M.; Arffa R.C.; McDonald M.B.; Kaufman H.E.","Busin, Massimo (57205977383); Arffa, Robert C. (6603958650); McDonald, Marguerite B. (7403020240); Kaufman, Herbert E. (35593937800)","57205977383; 6603958650; 7403020240; 35593937800","Intraocular Lens Removal During Penetrating Keratoplasty for Pseudophakic Bullous Keratopathy","1987","Ophthalmology","94","5","","505","509","4","27","10.1016/S0161-6420(87)33427-X","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0023194933&doi=10.1016%2fS0161-6420%2887%2933427-X&partnerID=40&md5=04a143dd2189650a1ca349aa09ff2db8","Article","Final","","Scopus","2-s2.0-0023194933"
